         1.5025    -6.9389e-18    -6.9389e-18        -3.4009     2.0584e-06     8.4924e-25     8.4924e-25     -1.925e-05              1              0              0     -0.0010195         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013257     1.0032e-05    -9.7959e-11              0              0     2.0705e-08
         1.5025    -6.9389e-18    -1.3878e-17         3.3609     2.0584e-06    -2.5477e-24    -2.5477e-24      1.925e-05              1              0              0      0.0010195         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013257     1.0032e-05    -9.7959e-11              0              0    -2.0705e-08
         1.5075     1.3878e-17     6.9389e-18        -3.4003     2.0266e-06    -8.4924e-25              0     -1.925e-05              1              0              0     -0.0030433         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013237     1.0017e-05    -4.7955e-10              0              0     6.1411e-08
         1.5075     1.3878e-17     6.9389e-18         3.3603     2.0266e-06    -1.6985e-24    -1.1314e-39      1.925e-05              1              0              0      0.0030433         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013237     1.0017e-05    -4.7955e-10              0              0    -6.1411e-08
         1.5103    -6.9389e-18    -1.7347e-17           -3.4     2.2491e-07     1.3269e-26     2.2628e-39    -2.1774e-06              1              0              0     -0.0041598         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013226     1.0008e-05     -8.149e-10              0              0     8.3614e-08
         1.5128    -3.4694e-18     3.4694e-18        -3.3998     1.5671e-06    -1.1314e-39     1.6985e-24    -1.7073e-05              1              0              0     -0.0051511         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013217     1.0001e-05    -1.2757e-09              0              0     1.0302e-07
         1.5128    -3.4694e-18     3.4694e-18         3.3598     1.5671e-06     1.2739e-24     1.6985e-24     1.7073e-05              1              0              0      0.0051511         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013217     1.0001e-05    -1.2757e-09              0              0    -1.0302e-07
         1.5103              0    -1.0408e-17           3.36     2.2491e-07     6.6347e-27     6.6347e-27     2.1774e-06              1              0              0      0.0041598         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013226     1.0008e-05     -8.149e-10              0              0    -8.3614e-08
         1.5175     3.4694e-18     1.0408e-17        -3.3994     1.7378e-06     1.6985e-24     8.4924e-25     -1.925e-05         1.0001              0              0     -0.0070085         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0       0.000132     9.9886e-06    -2.3127e-09              0              0       1.39e-07
         1.5175     3.4694e-18     1.0408e-17         3.3594     1.7378e-06      3.397e-24     5.0954e-24      1.925e-05         1.0001              0              0      0.0070085         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0       0.000132     9.9886e-06    -2.3127e-09              0              0      -1.39e-07
         1.5225    -3.4694e-18    -1.0408e-17        -3.3989     1.7093e-06     8.4924e-25     1.6971e-39     -1.925e-05         1.0001              0              0     -0.0089517         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013183     9.9761e-06    -3.7292e-09              0              0     1.7591e-07
         1.5225    -3.4694e-18    -3.4694e-18         3.3589     1.7093e-06     4.2462e-25     4.2462e-25      1.925e-05         1.0001              0              0      0.0089517         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013183     9.9761e-06    -3.7292e-09              0              0    -1.7591e-07
         1.5275     1.3878e-17    -3.4694e-18        -3.3985     1.6806e-06    -2.1231e-24    -1.6985e-24     -1.925e-05         1.0001              0              0      -0.010869         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013168     9.9646e-06    -5.4556e-09              0              0     2.1158e-07
         1.5275     1.0408e-17     3.4694e-18         3.3585     1.6806e-06     2.1231e-24     8.4924e-25      1.925e-05         1.0001              0              0       0.010869         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013168     9.9646e-06    -5.4556e-09              0              0    -2.1158e-07
         1.5325    -1.3878e-17    -1.0408e-17         -3.398     1.6517e-06    -1.8103e-38     1.2739e-24     -1.925e-05         1.0002              0              0      -0.012761         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013155     9.9542e-06    -7.4747e-09              0              0     2.4601e-07
         1.5325    -1.3878e-17    -1.0408e-17          3.358     1.6517e-06     8.4924e-25     8.4924e-25      1.925e-05         1.0002              0              0       0.012761         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013155     9.9542e-06    -7.4747e-09              0              0    -2.4601e-07
         1.5375    -1.0408e-17    -6.9389e-18        -3.3976     1.6228e-06    -4.2462e-25    -1.2739e-24     -1.925e-05         1.0003              0              0      -0.014628         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013142     9.9447e-06    -9.7693e-09              0              0     2.7922e-07
         1.5375    -1.0408e-17    -6.9389e-18         3.3576     1.6228e-06    -2.5477e-24    -2.5477e-24      1.925e-05         1.0003              0              0       0.014628         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013142     9.9447e-06    -9.7693e-09              0              0    -2.7922e-07
         1.5475              0     3.4694e-18        -3.3972     1.6454e-06     4.3841e-25    -4.6726e-39    -1.9875e-05         1.0003              0              0      -0.016471         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013131     9.9362e-06    -1.2321e-08              0              0     3.1117e-07
         1.5475              0     3.4694e-18         3.3572     1.6454e-06    -2.6304e-24    -2.6304e-24     1.9875e-05         1.0003              0              0       0.016471         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013131     9.9362e-06    -1.2321e-08              0              0    -3.1117e-07
         1.5525              0              0        -3.3968     1.6153e-06    -1.3152e-24    -1.3152e-24    -1.9875e-05         1.0004              0              0      -0.018291         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013121     9.9285e-06    -1.5112e-08              0              0     3.4184e-07
         1.5525    -3.4694e-18    -3.4694e-18         3.3568     1.6153e-06     4.3841e-25     4.3841e-25     1.9875e-05         1.0004              0              0       0.018291         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013121     9.9285e-06    -1.5112e-08              0              0    -3.4184e-07
         1.5575              0     6.9389e-18        -3.3964     1.5851e-06    -4.3841e-25    -9.3452e-39    -1.9875e-05         1.0005              0              0      -0.020087         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013112     9.9217e-06    -1.8126e-08              0              0     3.7125e-07
         1.5575              0     6.9389e-18         3.3564     1.5851e-06     1.7536e-24    -4.3841e-25     1.9875e-05         1.0005              0              0       0.020087         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013112     9.9217e-06    -1.8126e-08              0              0    -3.7125e-07
         1.5625     1.0408e-17     1.0408e-17         -3.396     1.5548e-06     8.7681e-25     8.7681e-25    -1.9875e-05         1.0006              0              0      -0.021861         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013104     9.9156e-06    -2.1346e-08              0              0     3.9943e-07
         1.5625     3.4694e-18     3.4694e-18          3.356     1.5548e-06    -4.3841e-25    -4.3841e-25     1.9875e-05         1.0006              0              0       0.021861         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013104     9.9156e-06    -2.1346e-08              0              0    -3.9943e-07
         1.5675              0    -6.9389e-18        -3.3956     1.5245e-06    -1.3152e-24     4.3841e-25    -1.9875e-05         1.0007              0              0      -0.023612         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013097     9.9103e-06    -2.4757e-08              0              0      4.264e-07
         1.5675              0    -6.9389e-18         3.3556     1.5245e-06     4.3841e-25    -4.3841e-25     1.9875e-05         1.0007              0              0       0.023612         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013097     9.9103e-06    -2.4757e-08              0              0     -4.264e-07
         1.5725    -1.0408e-17    -1.0408e-17        -3.3952     1.4942e-06     8.7681e-25     8.7681e-25    -1.9875e-05         1.0008              0              0      -0.025342         2.0271        0.80415        0.32038              0              0              0              0              0              0              0              0              0              0              0     0.00013091     9.9057e-06    -2.8343e-08              0              0     4.5219e-07
